seed,window_packets,step_packets,train_files,test_files,train_windows,test_windows,selected_subcarrier_count,selected_feature_count,model_name,family,top_k,top_k_sort,parameters_json,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,empty_f1,static_presence_f1,movement_f1,fit_time_ms,prediction_time_ms,prediction_time_us_per_window,test_samples,actual_tree_count,actual_node_count,actual_max_depth,used_feature_count,mean_comparisons_per_prediction
7,100,25,240,60,4026,1013,96,100,xgboost_depth3_20_top100,xgboost,100,100,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8331688055281342,0.8299553678356252,0.8298625531857223,0.944963967473288,0.944922524819252,0.8955459450818254,0.8954754923501804,0.8285322359396433,0.7373572593800979,0.9239766081871345,414.0646000014385,4.341899999417365,4.286179663788119,1013,60,894,3,54,179.62264150943395
7,100,25,240,60,4026,1013,96,126,xgboost_depth3_20_top126,xgboost,126,126,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8371174728529122,0.8347376648164536,0.8346482356316826,0.9530136263538074,0.9529784097549303,0.916282190843817,0.9162220305221164,0.83008356545961,0.7488,0.9253294289897511,520.2367999991111,6.148699998448137,6.069792693433501,1013,60,892,3,67,179.49579831932772
7,100,25,240,60,4026,1013,96,160,xgboost_depth3_20_top160,xgboost,160,160,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8311944718657454,0.8288098332208711,0.8287174429562293,0.9444540928593277,0.9444120992082115,0.891679536004025,0.8915980636731494,0.8251748251748252,0.7388535031847133,0.9224011713030746,673.04520000107,9.012200000142911,8.896544916231896,1013,60,890,3,82,179.3684210526316
7,100,25,240,60,4026,1013,96,1056,xgboost_depth3_20_topall,xgboost,all,1056,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8390918065153011,0.8373238286248363,0.8372432020714099,0.9533982081391348,0.9533627081990663,0.9174375705946242,0.917377208289336,0.8382559774964838,0.7547169811320755,0.9189985272459499,4841.207600002235,18.34679999956279,18.111352418127137,1013,60,896,3,148,179.74895397489541
13,100,25,240,60,4028,1011,94,30,gradient_boosting_depth3_20_top30,gradient_boosting,30,30,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.6785361028684471,0.6563374325338218,0.6566295333068395,0.8408553587246458,0.8410313178425711,0.6963137893555511,0.6965366377023549,0.7055702917771883,0.41025641025641024,0.853185595567867,2468.7690999999177,3.5480000005918555,3.509396637578492,1011,60,900,3,30,180.0
13,100,25,240,60,4028,1011,94,50,gradient_boosting_depth3_20_top50,gradient_boosting,50,50,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.658753709198813,0.6318660680545412,0.6321994347192389,0.8327928979200081,0.8329772324019831,0.6805268397241995,0.6807730626235914,0.6935064935064935,0.35647279549718575,0.8456189151599444,4063.2415000000037,3.8253999991866294,3.7837784363863793,1011,60,900,3,46,180.0
13,100,25,240,60,4028,1011,94,70,gradient_boosting_depth3_20_top70,gradient_boosting,70,70,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7863501483679525,0.7815077619799734,0.7816824535120818,0.9056035010555279,0.9057468840981139,0.8464230004893841,0.8465337274411374,0.8357771260997068,0.6591639871382636,0.8495821727019499,5601.543100001436,3.9704000009805895,3.9272007922656673,1011,60,900,3,59,180.0
13,100,25,240,60,4028,1011,94,100,gradient_boosting_depth3_20_top100,gradient_boosting,100,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8348170128585559,0.8319180241936327,0.8320506475916121,0.9400087178078061,0.9401165904938921,0.9073632187316867,0.9074728069298083,0.8781204111600588,0.7440381558028617,0.8735955056179775,7932.699400000274,4.282899997633649,4.2363006900431746,1011,60,898,3,69,179.998
13,100,25,240,60,4028,1011,94,126,gradient_boosting_depth3_20_top126,gradient_boosting,126,126,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8427299703264095,0.8386064426747063,0.8387410441614266,0.9410587844773849,0.9411621713548589,0.9083270788762681,0.9084341045588583,0.8856729377713459,0.7495908346972177,0.8805555555555555,9864.226399997278,4.499299997405615,4.450346189323061,1011,60,898,3,73,180.0
13,100,25,240,60,4028,1011,94,160,gradient_boosting_depth3_20_top160,gradient_boosting,160,160,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8387734915924827,0.8340498612160842,0.8341963256679169,0.9457383174965219,0.9458338102278171,0.9211539419644633,0.9212573204711688,0.8885714285714286,0.740495867768595,0.8730822873082287,12423.974699999235,4.859500000748085,4.806627102619273,1011,60,900,3,84,180.0
13,100,25,240,60,4028,1011,94,1034,gradient_boosting_depth3_20_topall,gradient_boosting,all,1034,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.837784371909001,0.8353479537824172,0.8354770507106557,0.9514273588291751,0.9515064701387946,0.9257513013059185,0.9258431882276289,0.8813056379821959,0.750788643533123,0.8739495798319328,80377.09850000101,13.26830000107293,13.123936697401513,1011,60,900,3,164,180.0
