seed,classifier,label,precision,recall,f1,support,roc_auc,average_precision
336,logistic_regression_c1,static_presence,0.6071428571428571,0.6071428571428571,0.6071428571428571,28,0.7080745341614907,0.5494375433129864
336,logistic_regression_c1,movement,0.6538461538461539,0.5862068965517241,0.6181818181818182,29,0.7862068965517242,0.7765501446138809
336,logistic_regression_c10,empty,0.5416666666666666,0.7647058823529411,0.6341463414634146,17,0.8575851393188854,0.5460055617267419
336,logistic_regression_c10,static_presence,0.5925925925925926,0.5714285714285714,0.5818181818181818,28,0.6777950310559006,0.5057145853356175
336,logistic_regression_c10,movement,0.6956521739130435,0.5517241379310345,0.6153846153846154,29,0.7616858237547893,0.7657391003901945
336,logistic_regression_c1_balanced,empty,0.5217391304347826,0.7058823529411765,0.6,17,0.8183694530443757,0.5205668553819736
336,logistic_regression_c1_balanced,static_presence,0.6296296296296297,0.6071428571428571,0.6181818181818182,28,0.7057453416149069,0.5639719158478849
336,logistic_regression_c1_balanced,movement,0.6666666666666666,0.5517241379310345,0.6037735849056604,29,0.7885057471264368,0.7774701554665375
336,xgboost_depth2_10,empty,0.5333333333333333,0.47058823529411764,0.5,17,0.8410732714138287,0.4911944397194399
336,xgboost_depth2_10,static_presence,0.6190476190476191,0.4642857142857143,0.5306122448979592,28,0.6851708074534162,0.6082390406646624
336,xgboost_depth2_10,movement,0.47368421052631576,0.6206896551724138,0.5373134328358209,29,0.6877394636015326,0.6349155012113774
336,xgboost_depth2_20,empty,0.5714285714285714,0.47058823529411764,0.5161290322580645,17,0.8431372549019608,0.5079400988570539
336,xgboost_depth2_20,static_presence,0.7,0.5,0.5833333333333334,28,0.7003105590062111,0.6639092476664384
336,xgboost_depth2_20,movement,0.525,0.7241379310344828,0.6086956521739131,29,0.7164750957854406,0.662827966781041
336,xgboost_depth3_20,empty,0.631578947368421,0.7058823529411765,0.6666666666666666,17,0.8328173374613003,0.5282103958057072
336,xgboost_depth3_20,static_presence,0.7727272727272727,0.6071428571428571,0.68,28,0.702639751552795,0.6769553332439168
336,xgboost_depth3_20,movement,0.6363636363636364,0.7241379310344828,0.6774193548387096,29,0.7425287356321838,0.6612450981749155
512,gradient_boosting_depth3_20,empty,0.813953488372093,0.9459459459459459,0.875,37,0.9761261261261261,0.9600833429087376
512,gradient_boosting_depth3_20,static_presence,0.7941176470588235,0.8709677419354839,0.8307692307692308,31,0.9301075268817205,0.8747867796105486
512,gradient_boosting_depth3_20,movement,0.9,0.6206896551724138,0.7346938775510204,29,0.9239350912778905,0.871549286726136
512,logistic_regression_c0_1,empty,0.7575757575757576,0.6756756756756757,0.7142857142857143,37,0.831081081081081,0.711570471842365
512,logistic_regression_c0_1,static_presence,0.475,0.6129032258064516,0.5352112676056338,31,0.7262952101661779,0.5610866591985181
512,logistic_regression_c0_1,movement,0.7083333333333334,0.5862068965517241,0.6415094339622641,29,0.7986815415821501,0.7340207119401755
512,logistic_regression_c1,empty,0.8275862068965517,0.6486486486486487,0.7272727272727273,37,0.8711711711711713,0.7523689004390844
512,logistic_regression_c1,static_presence,0.6176470588235294,0.6774193548387096,0.6461538461538462,31,0.7233626588465298,0.5664835003822871
512,logistic_regression_c1,movement,0.6176470588235294,0.7241379310344828,0.6666666666666666,29,0.8184584178498986,0.736575663646061
512,logistic_regression_c10,empty,0.8709677419354839,0.7297297297297297,0.7941176470588235,37,0.8950450450450451,0.7758505689758984
512,logistic_regression_c10,static_presence,0.7,0.6774193548387096,0.6885245901639344,31,0.7360703812316716,0.583321179031082
