stage,subcarrier,mean,variance,std,min,max,informative
clean_amplitude,98,57.7537478762532,197.44195368311583,14.051403975514896,1.0,87.6184911990614,True
clean_amplitude,99,58.085825871607945,204.90583199954975,14.31453219632237,0.0,88.07383266328314,True
clean_amplitude,100,58.73455131060138,210.20447583298508,14.498430116153441,0.0,87.13208364316786,True
clean_amplitude,101,58.24795386898058,210.2242834212894,14.499113194305693,1.0,91.18113840043894,True
clean_amplitude,102,59.12439025523151,215.70639558012272,14.686946434848965,2.23606797749979,88.76936408468859,True
clean_amplitude,103,58.95175841331311,214.47211651212652,14.644866558358478,1.4142135623730951,92.0869154657707,True
clean_amplitude,104,58.944879053587314,217.5594107379378,14.749895278880382,2.0,89.49860334105779,True
clean_amplitude,105,58.83556043414519,214.43663311933994,14.643655046447249,1.4142135623730951,87.93179174792243,True
clean_amplitude,106,57.517305191583645,207.6509785999354,14.410099881677969,0.0,89.19641248391103,True
clean_amplitude,107,56.29118400559847,199.32213131945713,14.11814900471932,0.0,90.60905032059435,True
clean_amplitude,108,55.459101574509184,193.53418761742884,13.91165653750224,0.0,91.76055797563569,True
clean_amplitude,109,54.19967035475588,184.50801984752272,13.583372918665036,1.4142135623730951,94.2019108086455,True
clean_amplitude,110,53.13846070378219,174.82881095691306,13.222284634544556,1.0,92.17917335276988,True
clean_amplitude,111,52.745179062477646,166.19140706666786,12.891524621497174,1.0,88.07383266328314,True
clean_amplitude,112,52.086845533679686,162.85515213089172,12.761471393647824,1.0,95.524865872714,True
clean_amplitude,113,50.4798280582827,151.05302918180408,12.290363264843073,0.0,91.59148432032315,True
clean_amplitude,114,48.566102072974125,139.18401422182458,11.797627482753665,0.0,91.78235124467012,True
clean_amplitude,115,48.022332552233806,133.51383498960186,11.554818691334013,1.0,89.62700485902673,True
clean_amplitude,116,46.94648984944103,126.82082556002656,11.261475283462046,1.0,90.60905032059435,True
clean_amplitude,117,46.0166215218157,120.26061694823565,10.966340180216719,1.0,88.68483523128404,True
clean_amplitude,118,44.827727793861165,113.13145224713652,10.636327009223463,0.0,88.09086218218096,True
clean_amplitude,119,43.6327013013485,107.84807690321061,10.384992869675482,1.0,84.77027781009096,True
clean_amplitude,120,42.423798140541976,102.28969958116124,10.113837035525204,0.0,84.00595217006948,True
clean_amplitude,121,41.35880309449835,94.94086305918124,9.743760211498497,1.0,81.0,True
clean_amplitude,122,40.23301378778932,91.01656249541239,9.54026008531279,1.4142135623730951,83.09632964216891,True
clean_amplitude,123,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,124,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,125,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,126,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,127,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,128,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,129,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,130,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,131,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,132,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,133,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,134,21.35477397985402,59.54075601548072,7.716265678129591,1.4142135623730951,65.73431371817918,True
clean_amplitude,135,22.11344550747951,65.95769214899885,8.121434118984087,0.0,90.80198235721508,True
clean_amplitude,136,23.29195396118158,71.51539328207262,8.456677437508931,2.0,69.57010852370435,True
clean_amplitude,137,24.12167273804446,77.68111261810789,8.813688933591195,1.0,78.02563681252464,True
